,victim
309,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1634, 'TH_molecule': 1768, 'B_molecule': 1752, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 345, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 363, 'B_PRESENTING_molecule': 2}"
310,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1634, 'TH_molecule': 1767, 'B_molecule': 1751, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 345, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 358, 'B_PRESENTING_molecule': 2}"
311,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1642, 'TH_molecule': 1766, 'B_molecule': 1759, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 346, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 354, 'B_PRESENTING_molecule': 2}"
312,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1650, 'TH_molecule': 1765, 'B_molecule': 1767, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 347, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 349, 'B_PRESENTING_molecule': 2}"
313,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1658, 'TH_molecule': 1772, 'B_molecule': 1775, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 348, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 345, 'B_PRESENTING_molecule': 2}"
314,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1666, 'TH_molecule': 1780, 'B_molecule': 1783, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 348, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 342, 'B_PRESENTING_molecule': 2}"
315,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1674, 'TH_molecule': 1779, 'B_molecule': 1792, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 348, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 338, 'B_PRESENTING_molecule': 2}"
316,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1673, 'TH_molecule': 1786, 'B_molecule': 1800, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 349, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 334, 'B_PRESENTING_molecule': 2}"
317,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1672, 'TH_molecule': 1793, 'B_molecule': 1799, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 350, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 331, 'B_PRESENTING_molecule': 2}"
318,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1680, 'TH_molecule': 1800, 'B_molecule': 1798, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 351, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 327, 'B_PRESENTING_molecule': 2}"
319,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1688, 'TH_molecule': 1808, 'B_molecule': 1797, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 351, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 323, 'B_PRESENTING_molecule': 2}"
320,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1697, 'TH_molecule': 1815, 'B_molecule': 1805, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 352, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 319, 'B_PRESENTING_molecule': 2}"
321,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1705, 'TH_molecule': 1822, 'B_molecule': 1813, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 353, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 315, 'B_PRESENTING_molecule': 2}"
322,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1713, 'TH_molecule': 1829, 'B_molecule': 1821, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 354, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 312, 'B_PRESENTING_molecule': 2}"
323,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1721, 'TH_molecule': 1837, 'B_molecule': 1829, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 355, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 309, 'B_PRESENTING_molecule': 2}"
324,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1729, 'TH_molecule': 1845, 'B_molecule': 1828, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 355, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 306, 'B_PRESENTING_molecule': 2}"
325,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1737, 'TH_molecule': 1854, 'B_molecule': 1836, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 355, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 302, 'B_PRESENTING_molecule': 2}"
326,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1746, 'TH_molecule': 1862, 'B_molecule': 1845, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 355, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 298, 'B_PRESENTING_molecule': 2}"
327,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1746, 'TH_molecule': 1861, 'B_molecule': 1844, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 355, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 293, 'B_PRESENTING_molecule': 2}"
328,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1745, 'TH_molecule': 1868, 'B_molecule': 1852, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 356, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 290, 'B_PRESENTING_molecule': 2}"
329,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1753, 'TH_molecule': 1866, 'B_molecule': 1860, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 357, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 286, 'B_PRESENTING_molecule': 2}"
330,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1762, 'TH_molecule': 1864, 'B_molecule': 1869, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 358, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 281, 'B_PRESENTING_molecule': 2}"
331,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1761, 'TH_molecule': 1862, 'B_molecule': 1877, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 359, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 277, 'B_PRESENTING_molecule': 2}"
332,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1769, 'TH_molecule': 1869, 'B_molecule': 1885, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 360, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 274, 'B_PRESENTING_molecule': 2}"
333,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1768, 'TH_molecule': 1867, 'B_molecule': 1893, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 361, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 272, 'B_PRESENTING_molecule': 2}"
334,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1777, 'TH_molecule': 1876, 'B_molecule': 1892, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 361, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 267, 'B_PRESENTING_molecule': 2}"
335,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1785, 'TH_molecule': 1874, 'B_molecule': 1901, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 362, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 263, 'B_PRESENTING_molecule': 2}"
336,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1793, 'TH_molecule': 1882, 'B_molecule': 1900, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 363, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 259, 'B_PRESENTING_molecule': 2}"
337,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1801, 'TH_molecule': 1890, 'B_molecule': 1908, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 363, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 257, 'B_PRESENTING_molecule': 2}"
338,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1809, 'TH_molecule': 1897, 'B_molecule': 1916, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 364, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 254, 'B_PRESENTING_molecule': 2}"
339,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1817, 'TH_molecule': 1896, 'B_molecule': 1924, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 364, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 249, 'B_PRESENTING_molecule': 2}"
340,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1825, 'TH_molecule': 1894, 'B_molecule': 1923, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 365, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 245, 'B_PRESENTING_molecule': 2}"
341,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1833, 'TH_molecule': 1892, 'B_molecule': 1931, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 366, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 241, 'B_PRESENTING_molecule': 2}"
342,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1832, 'TH_molecule': 1899, 'B_molecule': 1940, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 367, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 236, 'B_PRESENTING_molecule': 2}"
343,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1831, 'TH_molecule': 1906, 'B_molecule': 1939, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 368, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 232, 'B_PRESENTING_molecule': 2}"
344,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1830, 'TH_molecule': 1904, 'B_molecule': 1947, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 369, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 228, 'B_PRESENTING_molecule': 2}"
345,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1838, 'TH_molecule': 1912, 'B_molecule': 1955, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 370, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 224, 'B_PRESENTING_molecule': 2}"
346,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1846, 'TH_molecule': 1920, 'B_molecule': 1964, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 370, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 219, 'B_PRESENTING_molecule': 2}"
347,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1854, 'TH_molecule': 1927, 'B_molecule': 1963, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 371, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 214, 'B_PRESENTING_molecule': 2}"
348,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1862, 'TH_molecule': 1934, 'B_molecule': 1962, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 372, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 210, 'B_PRESENTING_molecule': 2}"
349,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1870, 'TH_molecule': 1932, 'B_molecule': 1970, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 373, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 205, 'B_PRESENTING_molecule': 2}"
350,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1870, 'TH_molecule': 1931, 'B_molecule': 1978, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 374, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 201, 'B_PRESENTING_molecule': 2}"
351,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1870, 'TH_molecule': 1939, 'B_molecule': 1987, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 374, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 198, 'B_PRESENTING_molecule': 2}"
352,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1878, 'TH_molecule': 1937, 'B_molecule': 1995, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 375, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 195, 'B_PRESENTING_molecule': 2}"
353,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1877, 'TH_molecule': 1946, 'B_molecule': 2003, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 375, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 191, 'B_PRESENTING_molecule': 2}"
354,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1885, 'TH_molecule': 1953, 'B_molecule': 2011, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 376, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 188, 'B_PRESENTING_molecule': 2}"
355,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1893, 'TH_molecule': 1952, 'B_molecule': 2019, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 376, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 185, 'B_PRESENTING_molecule': 2}"
356,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1901, 'TH_molecule': 1959, 'B_molecule': 2027, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 377, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 182, 'B_PRESENTING_molecule': 2}"
357,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1909, 'TH_molecule': 1967, 'B_molecule': 2035, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 377, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 178, 'B_PRESENTING_molecule': 2}"
358,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1908, 'TH_molecule': 1975, 'B_molecule': 2044, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 377, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 173, 'B_PRESENTING_molecule': 2}"
359,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1907, 'TH_molecule': 1983, 'B_molecule': 2043, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 377, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 170, 'B_PRESENTING_molecule': 2}"
360,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1915, 'TH_molecule': 1981, 'B_molecule': 2051, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 378, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 168, 'B_PRESENTING_molecule': 2}"
361,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1914, 'TH_molecule': 1988, 'B_molecule': 2060, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 379, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 163, 'B_PRESENTING_molecule': 2}"
362,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1914, 'TH_molecule': 1996, 'B_molecule': 2068, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 379, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 158, 'B_PRESENTING_molecule': 2}"
363,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1913, 'TH_molecule': 1995, 'B_molecule': 2067, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 380, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 155, 'B_PRESENTING_molecule': 2}"
364,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1913, 'TH_molecule': 2002, 'B_molecule': 2066, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 381, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 152, 'B_PRESENTING_molecule': 2}"
365,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1921, 'TH_molecule': 2009, 'B_molecule': 2074, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 382, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 147, 'B_PRESENTING_molecule': 2}"
366,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1929, 'TH_molecule': 2016, 'B_molecule': 2083, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 383, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 144, 'B_PRESENTING_molecule': 2}"
367,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1929, 'TH_molecule': 2014, 'B_molecule': 2091, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 384, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 142, 'B_PRESENTING_molecule': 2}"
368,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1937, 'TH_molecule': 2012, 'B_molecule': 2100, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 385, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 137, 'B_PRESENTING_molecule': 2}"
369,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1946, 'TH_molecule': 2019, 'B_molecule': 2108, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 386, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 132, 'B_PRESENTING_molecule': 2}"
370,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1954, 'TH_molecule': 2018, 'B_molecule': 2116, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 387, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 129, 'B_PRESENTING_molecule': 2}"
371,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1963, 'TH_molecule': 2016, 'B_molecule': 2124, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 388, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 126, 'B_PRESENTING_molecule': 2}"
372,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1972, 'TH_molecule': 2024, 'B_molecule': 2124, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 389, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 121, 'B_PRESENTING_molecule': 2}"
373,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1981, 'TH_molecule': 2031, 'B_molecule': 2132, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 390, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 117, 'B_PRESENTING_molecule': 2}"
374,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1990, 'TH_molecule': 2030, 'B_molecule': 2140, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 391, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 113, 'B_PRESENTING_molecule': 2}"
375,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1990, 'TH_molecule': 2038, 'B_molecule': 2149, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 392, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 109, 'B_PRESENTING_molecule': 2}"
376,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1989, 'TH_molecule': 2045, 'B_molecule': 2148, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 393, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 106, 'B_PRESENTING_molecule': 2}"
377,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1989, 'TH_molecule': 2053, 'B_molecule': 2156, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 393, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 102, 'B_PRESENTING_molecule': 2}"
378,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 1997, 'TH_molecule': 2061, 'B_molecule': 2164, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 394, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 97, 'B_PRESENTING_molecule': 2}"
379,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2006, 'TH_molecule': 2068, 'B_molecule': 2172, 'B_ACTIVE_molecule': 433, 'VOID_molecule': 134, 'MP_ACTIVE_molecule': 90, 'TH_ACTIVE_molecule': 395, 'B_MEMORY_molecule': 300, 'B_PLASMA_molecule': 1190, 'IGG_molecule': 94, 'B_PRESENTING_molecule': 2}"
